MeanValueType;StartUtc;EndUtc;PM2_5;PM10;PN;NO;NO2;NO2_Microgram;NOx;BC;BC_FF;BC_WB;RH;WD;WS;Temp;PM2_5Index;PM10Index;NO2Index;CphIndex
"1H";"2022-04-03T06:00:00Z";"2022-04-03T07:00:00Z";"6.9";"8.9";"7090";"2.5";"8.6";"16.4";"11.1";"0";"0";"0";"72.5";"267";"0.8";"1.4";"A";"A";"A";"A"
"1H";"2022-04-03T07:00:00Z";"2022-04-03T08:00:00Z";"7";"9.4";"7123";"3.2";"8.2";"15.6";"11.4";"0";"0";"0";"69.4";"248";"1.8";"2.5";"A";"A";"A";"A"
"1H";"2022-04-03T08:00:00Z";"2022-04-03T09:00:00Z";"7.4";"10.5";"5995";"3";"6.9";"13.1";"9.8";"0";"0";"0";"69.9";"259";"3.4";"3.9";"A";"A";"A";"A"
"1H";"2022-04-03T09:00:00Z";"2022-04-03T10:00:00Z";"5.9";"8.7";"5824";"3.2";"6.1";"11.7";"9.4";"0";"0";"0";"61.9";"263";"3.6";"5.5";"A";"A";"A";"A"
"1H";"2022-04-03T10:00:00Z";"2022-04-03T11:00:00Z";"3";"5.3";"5010";"2.6";"4.9";"9.3";"7.4";"0";"0";"0";"46";"280";"3.3";"6.7";"A";"A";"A";"A"
"1H";"2022-04-03T11:00:00Z";"2022-04-03T12:00:00Z";"2.3";"5.2";"7008";"3";"5.1";"9.7";"8.1";"0";"0";"0";"41.6";"310";"3.9";"7.4";"A";"A";"A";"A"
"1H";"2022-04-03T12:00:00Z";"2022-04-03T13:00:00Z";"2";"5.5";"6933";"3";"4.4";"8.3";"7.4";"0";"0";"0";"36.8";"307";"4.6";"8.4";"A";"A";"A";"A"
"1H";"2022-04-03T13:00:00Z";"2022-04-03T14:00:00Z";"3.4";"7";"8369";"3.4";"6";"11.4";"9.3";"0";"0";"0";"46.2";"294";"5.1";"8.1";"A";"A";"A";"A"
"1H";"2022-04-03T14:00:00Z";"2022-04-03T15:00:00Z";"3.8";"6.8";"9714";"2.7";"5.4";"10.4";"8.2";"0";"0";"0";"50.8";"296";"4.8";"8.1";"A";"A";"A";"A"
"1H";"2022-04-03T15:00:00Z";"2022-04-03T16:00:00Z";"3.6";"6.7";"11937";"2.2";"4.3";"8.2";"6.4";"0";"0";"0";"51.5";"298";"4.1";"8.2";"A";"A";"A";"A"
"1H";"2022-04-03T16:00:00Z";"2022-04-03T17:00:00Z";"3.1";"6.2";"13909";"2";"4.4";"8.4";"6.4";"0";"0";"0";"59.4";"285";"4.8";"7.6";"A";"A";"A";"A"
"1H";"2022-04-03T17:00:00Z";"2022-04-03T18:00:00Z";"3.1";"5.7";"11438";"1.6";"4.8";"9.1";"6.4";"0";"0";"0";"62.8";"276";"4.7";"7";"A";"A";"A";"A"
"1H";"2022-04-03T18:00:00Z";"2022-04-03T19:00:00Z";"4";"6.8";"8935";"1.5";"4.4";"8.4";"5.9";"0";"0";"0";"65.1";"0";"0";"6.1";"A";"A";"A";"A"
"1H";"2022-04-03T19:00:00Z";"2022-04-03T20:00:00Z";"5.1";"12.9";"9268";"1.4";"4.1";"7.8";"5.5";"0";"0";"0";"66.4";"0";"0";"6.1";"A";"A";"A";"A"
"1H";"2022-04-03T20:00:00Z";"2022-04-03T21:00:00Z";"4.1";"7.4";"6614";"1.2";"3.3";"6.4";"4.5";"0";"0";"0";"69.2";"0";"0";"5.9";"A";"A";"A";"A"
"1H";"2022-04-03T21:00:00Z";"2022-04-03T22:00:00Z";"3.6";"3.9";"3809";"1";"2.7";"5.1";"3.7";"0";"0";"0";"83.9";"0";"0";"4.6";"A";"A";"A";"A"
"1H";"2022-04-03T22:00:00Z";"2022-04-03T23:00:00Z";"3.1";"3.2";"2909";"0.5";"2.5";"4.9";"3";"0";"0";"0";"91.3";"0";"0";"4.2";"A";"A";"A";"A"
"1H";"2022-04-03T23:00:00Z";"2022-04-04T00:00:00Z";"5";"5.2";"1875";"0.5";"1.9";"3.7";"2.5";"0";"0";"0";"92";"0";"0";"5";"A";"A";"A";"A"
"1H";"2022-04-04T00:00:00Z";"2022-04-04T01:00:00Z";"7.5";"8.1";"1917";"0.3";"1.4";"2.6";"1.7";"0";"0";"0";"88.2";"0";"0";"5.3";"A";"A";"A";"A"
"1H";"2022-04-04T01:00:00Z";"2022-04-04T02:00:00Z";"6.5";"7.2";"1960";"0.2";"1.2";"2.3";"1.4";"0";"0";"0";"83";"0";"0";"5.3";"A";"A";"A";"A"
"1H";"2022-04-04T02:00:00Z";"2022-04-04T03:00:00Z";"5.5";"6.2";"1769";"0.3";"1.6";"3";"1.9";"0";"0";"0";"81.5";"0";"0";"5.1";"A";"A";"A";"A"
"1H";"2022-04-04T03:00:00Z";"2022-04-04T04:00:00Z";"4.3";"5.2";"2644";"0.9";"2.7";"5.2";"3.6";"0";"0";"0";"80";"0";"0";"4.9";"A";"A";"A";"A"
"1H";"2022-04-04T04:00:00Z";"2022-04-04T05:00:00Z";"4.8";"5.9";"5953";"2.9";"6.9";"13.2";"9.8";"0";"0";"0";"79.1";"0";"0";"4.7";"A";"A";"A";"A"
"1H";"2022-04-04T05:00:00Z";"2022-04-04T06:00:00Z";"5.9";"7.3";"6451";"4.1";"9.8";"18.8";"14";"0";"0";"0";"82";"0";"0";"4.4";"A";"A";"A";"A"
"1H";"2022-04-04T06:00:00Z";"2022-04-04T07:00:00Z";"6.9";"7.8";"4813";"2.7";"7.1";"13.7";"9.8";"0";"0";"0";"85.5";"231";"5.1";"4.5";"A";"A";"A";"A"
"1H";"2022-04-04T07:00:00Z";"2022-04-04T08:00:00Z";"7.7";"8.4";"4369";"2.4";"6.3";"12";"8.7";"0";"0";"0";"87.3";"222";"5.3";"3.9";"A";"A";"A";"A"
"1H";"2022-04-04T08:00:00Z";"2022-04-04T09:00:00Z";"7.8";"8.4";"4209";"2";"5.7";"10.9";"7.7";"0";"0";"0";"88.9";"214";"5.9";"3.6";"A";"A";"A";"A"
"1H";"2022-04-04T09:00:00Z";"2022-04-04T10:00:00Z";"7.1";"7.5";"3677";"1.7";"5.8";"11";"7.5";"0";"0";"0";"89.5";"211";"6.3";"3.7";"A";"A";"A";"A"
"1H";"2022-04-04T10:00:00Z";"2022-04-04T11:00:00Z";"5.8";"6.2";"4805";"1.9";"6.4";"12.3";"8.4";"0";"0";"0";"89.6";"211";"6.7";"3.7";"A";"A";"A";"A"
"1H";"2022-04-04T11:00:00Z";"2022-04-04T12:00:00Z";"4";"4.3";"4612";"2.7";"6.7";"12.9";"9.4";"0";"0";"0";"89.6";"219";"7.6";"3.8";"A";"A";"A";"A"
"1H";"2022-04-04T12:00:00Z";"2022-04-04T13:00:00Z";"3.3";"3.5";"4624";"4.3";"8";"15.3";"12.3";"0";"0";"0";"89.5";"228";"8.1";"4.7";"A";"A";"A";"A"
"1H";"2022-04-04T13:00:00Z";"2022-04-04T14:00:00Z";"2.8";"3";"4580";"4.2";"8.5";"16.3";"12.8";"0";"0";"0";"91.4";"232";"7.2";"5.6";"A";"A";"A";"A"
"1H";"2022-04-04T14:00:00Z";"2022-04-04T15:00:00Z";"2.6";"2.8";"5383";"4.9";"9.4";"17.9";"14.3";"0";"0";"0";"92.8";"234";"6.4";"7";"A";"A";"A";"A"
"1H";"2022-04-04T15:00:00Z";"2022-04-04T16:00:00Z";"2.6";"2.8";"5146";"4.5";"5.1";"9.7";"9.5";"0";"0";"0";"86.4";"248";"6.9";"8.3";"A";"A";"A";"A"
"1H";"2022-04-04T16:00:00Z";"2022-04-04T17:00:00Z";"3.8";"4.5";"7268";"1.9";"4.6";"8.7";"6.5";"0";"0";"0";"75";"283";"8.9";"7.8";"A";"A";"A";"A"
"1H";"2022-04-04T17:00:00Z";"2022-04-04T18:00:00Z";"5.6";"6.7";"5908";"1.7";"4.8";"9.3";"6.6";"0";"0";"0";"78.5";"287";"9.2";"6.5";"A";"A";"A";"A"
"1H";"2022-04-04T18:00:00Z";"2022-04-04T19:00:00Z";"6.6";"7.9";"4354";"1.5";"3.8";"7.3";"5.3";"0";"0";"0";"82.1";"289";"7.9";"5.9";"A";"A";"A";"A"
"1H";"2022-04-04T19:00:00Z";"2022-04-04T20:00:00Z";"7.2";"8.6";"4721";"1.4";"4";"7.6";"5.4";"0";"0";"0";"84.5";"286";"6.6";"5.4";"A";"A";"A";"A"
"1H";"2022-04-04T20:00:00Z";"2022-04-04T21:00:00Z";"8.1";"10.5";"4462";"1.1";"2.8";"5.4";"3.9";"0";"0";"0";"76";"286";"6.7";"5.3";"A";"A";"A";"A"
"1H";"2022-04-04T21:00:00Z";"2022-04-04T22:00:00Z";"8.1";"10.8";"4588";"0.9";"2.6";"4.9";"3.5";"0";"0";"0";"72.1";"287";"7.3";"4.9";"A";"A";"A";"A"
"1H";"2022-04-04T22:00:00Z";"2022-04-04T23:00:00Z";"7.9";"10.4";"4317";"0.8";"3.6";"6.8";"4.4";"0";"0";"0";"75.8";"288";"7.7";"4.7";"A";"A";"A";"A"
"1H";"2022-04-04T23:00:00Z";"2022-04-05T00:00:00Z";"6.5";"9";"3726";"0.3";"2.2";"4.3";"2.6";"0";"0";"0";"75.2";"290";"6.6";"4.6";"A";"A";"A";"A"
"1H";"2022-04-05T00:00:00Z";"2022-04-05T01:00:00Z";"1.8";"2.2";"1677";"0.2";"1.6";"3";"1.8";"0";"0";"0";"85.9";"305";"6.1";"3.4";"A";"A";"A";"A"
"1H";"2022-04-05T01:00:00Z";"2022-04-05T02:00:00Z";"2.1";"2.7";"1914";"0.3";"1.8";"3.4";"2.1";"0";"0";"0";"85";"305";"5.4";"3.2";"A";"A";"A";"A"
"1H";"2022-04-05T02:00:00Z";"2022-04-05T03:00:00Z";"2.2";"2.5";"1909";"0.3";"1.9";"3.6";"2.2";"0";"0";"0";"86.6";"308";"5.8";"2.7";"A";"A";"A";"A"
"1H";"2022-04-05T03:00:00Z";"2022-04-05T04:00:00Z";"1.5";"1.9";"3346";"1.3";"4.2";"8";"5.4";"0";"0";"0";"87.3";"303";"5.3";"2";"A";"A";"A";"A"
"1H";"2022-04-05T04:00:00Z";"2022-04-05T05:00:00Z";"2.3";"2.9";"9898";"4.5";"13.1";"25.1";"17.7";"0";"0";"0";"90.1";"308";"4.1";"1.8";"A";"A";"A";"A"
"1H";"2022-04-05T05:00:00Z";"2022-04-05T06:00:00Z";"2.5";"3.2";"12708";"12.3";"20.3";"38.9";"32.6";"0";"0";"0";"88.1";"309";"1.6";"2.3";"A";"A";"A";"A"
"1H";"2022-04-05T06:00:00Z";"2022-04-05T07:00:00Z";"3.7";"5.1";"10399";"11.3";"15.3";"29.2";"26.6";"0";"0";"0";"83.3";"315";"2.8";"3.1";"A";"A";"A";"A"
"1H";"2022-04-05T07:00:00Z";"2022-04-05T08:00:00Z";"2.8";"4.7";"6698";"4.7";"7.8";"14.9";"12.5";"0";"0";"0";"69.4";"291";"4";"4";"A";"A";"A";"A"
"1H";"2022-04-05T08:00:00Z";"2022-04-05T09:00:00Z";"4";"11";"6063";"2.7";"4.8";"9.1";"7.5";"0";"0";"0";"53.7";"297";"6.5";"4.9";"A";"A";"A";"A"
"1H";"2022-04-05T09:00:00Z";"2022-04-05T10:00:00Z";"5.1";"10.9";"7256";"3.6";"4.9";"9.4";"8.5";"0";"0";"0";"49.9";"300";"7.6";"5.2";"A";"A";"A";"A"
"1H";"2022-04-05T10:00:00Z";"2022-04-05T11:00:00Z";"4.1";"7.4";"14480";"3.7";"4.7";"9.1";"8.4";"0";"0";"0";"45.1";"296";"6.7";"5.9";"A";"A";"A";"A"
"1H";"2022-04-05T11:00:00Z";"2022-04-05T12:00:00Z";"5.1";"10.4";"16516";"4.9";"6.6";"12.6";"11.5";"0";"0";"0";"46.2";"299";"6.7";"7";"A";"A";"A";"A"
"1H";"2022-04-05T12:00:00Z";"2022-04-05T13:00:00Z";"5.4";"9.6";"16988";"5";"6.3";"12.1";"11.4";"0";"0";"0";"48.6";"292";"6.6";"6.8";"A";"A";"A";"A"
"1H";"2022-04-05T13:00:00Z";"2022-04-05T14:00:00Z";"5";"8.6";"18948";"5.6";"7.1";"13.6";"12.7";"0";"0";"0";"43.8";"287";"6.4";"8.1";"A";"A";"A";"A"
"1H";"2022-04-05T14:00:00Z";"2022-04-05T15:00:00Z";"4.7";"8.9";"20199";"5.4";"6.4";"12.3";"11.8";"0";"0";"0";"45.5";"279";"6.7";"7.9";"A";"A";"A";"A"
"1H";"2022-04-05T15:00:00Z";"2022-04-05T16:00:00Z";"4.1";"6.7";"16393";"3.8";"5.7";"10.9";"9.5";"0";"0";"0";"45.3";"287";"6.8";"7.6";"A";"A";"A";"A"
"1H";"2022-04-05T16:00:00Z";"2022-04-05T17:00:00Z";"4.4";"6.2";"16571";"2.9";"5.1";"9.8";"8";"0";"0";"0";"51.5";"286";"6.7";"6.8";"A";"A";"A";"A"
"1H";"2022-04-05T17:00:00Z";"2022-04-05T18:00:00Z";"4.7";"6.8";"15675";"2.2";"5.7";"10.8";"7.9";"0";"0";"0";"60.8";"281";"6.1";"5.7";"A";"A";"A";"A"
"1H";"2022-04-05T18:00:00Z";"2022-04-05T19:00:00Z";"4.9";"7";"13537";"2";"5.5";"10.5";"7.5";"0";"0";"0";"65.7";"275";"4.9";"5.1";"A";"A";"A";"A"
"1H";"2022-04-05T19:00:00Z";"2022-04-05T20:00:00Z";"5";"6.7";"12885";"1.9";"5.5";"10.6";"7.4";"0";"0";"0";"70.1";"269";"3.3";"4.6";"A";"A";"A";"A"
"1H";"2022-04-05T20:00:00Z";"2022-04-05T21:00:00Z";"5.5";"7.6";"11804";"1.7";"5.8";"11";"7.4";"0";"0";"0";"66.3";"277";"2.8";"4.2";"A";"A";"A";"A"
"1H";"2022-04-05T21:00:00Z";"2022-04-05T22:00:00Z";"5.4";"7.6";"11822";"1.1";"4.8";"9.2";"5.9";"0";"0";"0";"66.4";"290";"3.4";"3.8";"A";"A";"A";"A"
"1H";"2022-04-05T22:00:00Z";"2022-04-05T23:00:00Z";"5.7";"7.8";"10400";"0.7";"4.2";"8";"4.9";"0";"0";"0";"69.3";"284";"3";"3.5";"A";"A";"A";"A"
"1H";"2022-04-05T23:00:00Z";"2022-04-06T00:00:00Z";"6.2";"8.6";"10363";"0";"0";"0";"0";"0";"0";"0";"71.7";"270";"1.3";"3.3";"A";"A";"NotAvailable";"A"
"1H";"2022-04-06T00:00:00Z";"2022-04-06T01:00:00Z";"6.2";"8.5";"10556";"0";"0";"0";"0";"0";"0";"0";"73.1";"255";"0.9";"3";"A";"A";"NotAvailable";"A"
"1H";"2022-04-06T01:00:00Z";"2022-04-06T02:00:00Z";"6.8";"8.9";"9159";"0.4";"4.1";"7.8";"4.4";"0";"0";"0";"74.6";"245";"0.8";"2.7";"A";"A";"A";"A"
"1H";"2022-04-06T02:00:00Z";"2022-04-06T03:00:00Z";"6.6";"9.2";"9436";"0.9";"6.7";"12.9";"7.7";"0";"0";"0";"75.2";"229";"0.6";"2.9";"A";"A";"A";"A"
"1H";"2022-04-06T03:00:00Z";"2022-04-06T04:00:00Z";"6.1";"8.5";"11189";"1.5";"8.2";"15.6";"9.6";"0";"0";"0";"75.8";"180";"0.3";"3.2";"A";"A";"A";"A"
"1H";"2022-04-06T04:00:00Z";"2022-04-06T05:00:00Z";"5.6";"7.7";"10357";"2.6";"10.2";"19.5";"12.8";"0";"0";"0";"80.2";"0";"0";"3.4";"A";"A";"A";"A"
"1H";"2022-04-06T05:00:00Z";"2022-04-06T06:00:00Z";"4.3";"5.5";"9199";"4.3";"13.9";"26.6";"18.2";"0";"0";"0";"88.1";"169";"0.9";"2.3";"A";"A";"A";"A"
"1H";"2022-04-06T06:00:00Z";"2022-04-06T07:00:00Z";"4";"4.4";"12877";"7.4";"22.8";"43.5";"30.1";"0";"0";"0";"91.5";"165";"1.9";"1.4";"A";"A";"B";"B"
"1H";"2022-04-06T07:00:00Z";"2022-04-06T08:00:00Z";"2";"2.2";"9019";"7";"19";"36.3";"26";"0";"0";"0";"93.2";"146";"2.7";"1.7";"A";"A";"A";"A"
"1H";"2022-04-06T08:00:00Z";"2022-04-06T09:00:00Z";"1.4";"1.6";"9639";"3.7";"14.3";"27.4";"18.1";"0";"0";"0";"93.8";"137";"3.1";"2";"A";"A";"A";"A"
"1H";"2022-04-06T09:00:00Z";"2022-04-06T10:00:00Z";"1.8";"2";"11535";"4.7";"16";"30.6";"20.8";"0";"0";"0";"94.7";"142";"4";"3.7";"A";"A";"A";"A"
"1H";"2022-04-06T10:00:00Z";"2022-04-06T11:00:00Z";"6.4";"7";"8587";"6.7";"16.9";"32.3";"23.6";"0";"0";"0";"95.1";"149";"3.2";"6.1";"A";"A";"A";"A"
"1H";"2022-04-06T11:00:00Z";"2022-04-06T12:00:00Z";"10.3";"11.2";"7203";"7.1";"11.8";"22.5";"18.8";"0";"0";"0";"94.1";"193";"2.4";"7.9";"A";"A";"A";"A"
"1H";"2022-04-06T12:00:00Z";"2022-04-06T13:00:00Z";"10.8";"11.9";"7904";"8.6";"11.8";"22.6";"20.4";"0";"0";"0";"90.3";"249";"5.2";"8.8";"A";"A";"A";"A"
"1H";"2022-04-06T13:00:00Z";"2022-04-06T14:00:00Z";"9.8";"10.7";"7408";"6.1";"10.9";"20.9";"17";"0";"0";"0";"84.4";"252";"5.8";"9.3";"A";"A";"A";"A"
"1H";"2022-04-06T14:00:00Z";"2022-04-06T15:00:00Z";"8.5";"8.9";"4331";"3.1";"8.3";"15.9";"11.5";"0";"0";"0";"89.2";"240";"4.7";"8.4";"A";"A";"A";"A"
"1H";"2022-04-06T15:00:00Z";"2022-04-06T16:00:00Z";"4.3";"4.4";"5633";"5.9";"10.3";"19.7";"16.2";"0";"0";"0";"91.9";"228";"4.4";"8.3";"A";"A";"A";"A"
"1H";"2022-04-06T16:00:00Z";"2022-04-06T17:00:00Z";"6";"6.4";"6754";"3.7";"9.4";"17.9";"13.1";"0";"0";"0";"88.5";"237";"4.9";"8.6";"A";"A";"A";"A"
"1H";"2022-04-06T17:00:00Z";"2022-04-06T18:00:00Z";"8.3";"9";"5161";"1.6";"6.6";"12.6";"8.2";"0";"0";"0";"85.7";"236";"5";"8.6";"A";"A";"A";"A"
"1H";"2022-04-06T18:00:00Z";"2022-04-06T19:00:00Z";"9.8";"10.7";"5295";"1.1";"6";"11.4";"7.1";"0";"0";"0";"88.1";"239";"4.8";"8";"A";"A";"A";"A"
"1H";"2022-04-06T19:00:00Z";"2022-04-06T20:00:00Z";"9.6";"10.4";"4799";"1.1";"5.6";"10.8";"6.7";"0";"0";"0";"89.7";"234";"4.3";"7.7";"A";"A";"A";"A"
"1H";"2022-04-06T20:00:00Z";"2022-04-06T21:00:00Z";"10.7";"11.8";"4894";"0.9";"4.7";"9";"5.6";"0";"0";"0";"89.4";"229";"3.7";"7.5";"A";"A";"A";"A"
"1H";"2022-04-06T21:00:00Z";"2022-04-06T22:00:00Z";"11.2";"12.1";"5118";"0.6";"4.4";"8.4";"5";"0";"0";"0";"90.1";"222";"3.2";"7.5";"A";"A";"A";"A"
"1H";"2022-04-06T22:00:00Z";"2022-04-06T23:00:00Z";"7.4";"7.8";"4329";"0.4";"3.1";"6";"3.6";"0";"0";"0";"91.8";"216";"3.1";"7.1";"A";"A";"A";"A"
"1H";"2022-04-06T23:00:00Z";"2022-04-07T00:00:00Z";"3.6";"3.8";"3104";"0.5";"2.6";"4.9";"3";"0";"0";"0";"93.3";"204";"3.1";"6.7";"A";"A";"A";"A"
"1H";"2022-04-07T00:00:00Z";"2022-04-07T01:00:00Z";"4.5";"4.8";"2682";"0.6";"2.9";"5.5";"3.5";"0";"0";"0";"93.7";"204";"2.7";"6.9";"A";"A";"A";"A"
"1H";"2022-04-07T01:00:00Z";"2022-04-07T02:00:00Z";"4.1";"4.3";"2672";"0.5";"2.9";"5.6";"3.4";"0";"0";"0";"91.1";"214";"2.5";"7";"A";"A";"A";"A"
"1H";"2022-04-07T02:00:00Z";"2022-04-07T03:00:00Z";"4";"4.4";"2445";"0.5";"2.5";"4.8";"3";"0";"0";"0";"89.4";"236";"3.6";"6.4";"A";"A";"A";"A"
"1H";"2022-04-07T03:00:00Z";"2022-04-07T04:00:00Z";"4.9";"5.5";"4379";"1";"4";"7.7";"5";"0";"0";"0";"90";"224";"2.8";"6.4";"A";"A";"A";"A"
"1H";"2022-04-07T04:00:00Z";"2022-04-07T05:00:00Z";"7.6";"8.5";"5766";"1.8";"7.3";"14";"9.1";"0";"0";"0";"91.2";"213";"2.2";"6.6";"A";"A";"A";"A"
"1H";"2022-04-07T05:00:00Z";"2022-04-07T06:00:00Z";"7.8";"8.6";"5887";"3.4";"10.6";"20.2";"14";"0";"0";"0";"92.9";"188";"2.1";"6.7";"A";"A";"A";"A"
"1H";"2022-04-07T06:00:00Z";"2022-04-07T07:00:00Z";"5.6";"6";"6077";"3.7";"12.4";"23.7";"16.1";"0";"0";"0";"94.2";"171";"2.7";"6.5";"A";"A";"A";"A"
"1H";"2022-04-07T07:00:00Z";"2022-04-07T08:00:00Z";"9.7";"10.1";"5077";"3.6";"8.8";"16.8";"12.4";"0";"0";"0";"94.4";"176";"3.1";"7.3";"A";"A";"A";"A"
"1H";"2022-04-07T08:00:00Z";"2022-04-07T09:00:00Z";"6.3";"6.7";"3985";"2.2";"5";"9.6";"7.2";"0";"0";"0";"88.4";"173";"3.4";"8.4";"A";"A";"A";"A"
"1H";"2022-04-07T09:00:00Z";"2022-04-07T10:00:00Z";"5.3";"5.9";"4516";"2.1";"7";"13.4";"9.1";"0";"0";"0";"88.8";"194";"4.4";"7.8";"A";"A";"A";"A"
"1H";"2022-04-07T10:00:00Z";"2022-04-07T11:00:00Z";"4.6";"5.1";"4153";"2.1";"6.5";"12.5";"8.7";"0";"0";"0";"91";"181";"4.5";"7.6";"A";"A";"A";"A"
"1H";"2022-04-07T11:00:00Z";"2022-04-07T12:00:00Z";"2.6";"3.1";"4830";"2.4";"7.8";"14.8";"10.1";"0";"0";"0";"90.1";"184";"4.6";"6.9";"A";"A";"A";"A"
"1H";"2022-04-07T12:00:00Z";"2022-04-07T13:00:00Z";"2.3";"2.6";"6733";"4.6";"12";"22.9";"16.6";"0";"0";"0";"91.3";"212";"4.1";"5.8";"A";"A";"A";"A"
"1H";"2022-04-07T13:00:00Z";"2022-04-07T14:00:00Z";"2.3";"2.6";"6249";"5.3";"10.1";"19.4";"15.5";"0";"0";"0";"89.3";"229";"3.8";"6.3";"A";"A";"A";"A"
"1H";"2022-04-07T14:00:00Z";"2022-04-07T15:00:00Z";"3.9";"4.4";"5225";"3.2";"8.3";"15.9";"11.5";"0";"0";"0";"85.9";"219";"3.7";"7";"A";"A";"A";"A"
"1H";"2022-04-07T15:00:00Z";"2022-04-07T16:00:00Z";"3.8";"4.3";"5192";"2.1";"6.6";"12.7";"8.8";"0";"0";"0";"82";"228";"4.2";"7.4";"A";"A";"A";"A"
"1H";"2022-04-07T16:00:00Z";"2022-04-07T17:00:00Z";"3.5";"4";"6602";"1.9";"5.8";"11.1";"7.7";"0";"0";"0";"80.6";"217";"4.3";"7.3";"A";"A";"A";"A"
"1H";"2022-04-07T17:00:00Z";"2022-04-07T18:00:00Z";"3";"3.3";"7418";"1.8";"6.5";"12.5";"8.4";"0";"0";"0";"87";"218";"4.2";"5.8";"A";"A";"A";"A"
"1H";"2022-04-07T18:00:00Z";"2022-04-07T19:00:00Z";"2.8";"3.1";"5867";"0.9";"4";"7.6";"4.8";"0";"0";"0";"87.4";"216";"3.6";"5.7";"A";"A";"A";"A"
"1H";"2022-04-07T19:00:00Z";"2022-04-07T20:00:00Z";"3.4";"3.6";"5647";"0.7";"4.1";"7.8";"4.8";"0";"0";"0";"88.7";"203";"3.4";"5.4";"A";"A";"A";"A"
"1H";"2022-04-07T20:00:00Z";"2022-04-07T21:00:00Z";"3.7";"4";"6448";"1.8";"6.1";"11.7";"7.9";"0";"0";"0";"90.2";"226";"3.2";"5.1";"A";"A";"A";"A"
"1H";"2022-04-07T21:00:00Z";"2022-04-07T22:00:00Z";"3.5";"3.8";"4808";"1.4";"4.7";"9.1";"6.2";"0";"0";"0";"89.4";"238";"3.3";"5.3";"A";"A";"A";"A"
"1H";"2022-04-07T22:00:00Z";"2022-04-07T23:00:00Z";"2.2";"2.3";"2268";"0.9";"2.8";"5.4";"3.7";"0";"0";"0";"88.7";"248";"4.3";"4.4";"A";"A";"A";"A"
"1H";"2022-04-07T23:00:00Z";"2022-04-08T00:00:00Z";"1.5";"1.6";"1111";"0.5";"2.7";"5.1";"3.2";"0";"0";"0";"85.2";"271";"6";"3.6";"A";"A";"A";"A"
"1H";"2022-04-08T00:00:00Z";"2022-04-08T01:00:00Z";"1.6";"1.8";"941";"0.4";"1.6";"3.1";"2";"0";"0";"0";"84.3";"293";"7.8";"3.5";"A";"A";"A";"A"
"1H";"2022-04-08T01:00:00Z";"2022-04-08T02:00:00Z";"1.6";"1.9";"1217";"0.4";"1.3";"2.5";"1.7";"0";"0";"0";"79.7";"300";"9";"3.7";"A";"A";"A";"A"
"1H";"2022-04-08T02:00:00Z";"2022-04-08T03:00:00Z";"1.8";"2.2";"1879";"0.5";"2.1";"4.1";"2.7";"0";"0";"0";"78.5";"303";"9.2";"3.5";"A";"A";"A";"A"
"1H";"2022-04-08T03:00:00Z";"2022-04-08T04:00:00Z";"2.2";"2.6";"2452";"1.1";"3.8";"7.2";"4.9";"0";"0";"0";"79.2";"298";"8.5";"3.3";"A";"A";"A";"A"
"1H";"2022-04-08T04:00:00Z";"2022-04-08T05:00:00Z";"2.8";"3.5";"5006";"3.9";"6.2";"11.9";"10.1";"0";"0";"0";"80.6";"287";"6.7";"3.2";"A";"A";"A";"A"
"1H";"2022-04-08T05:00:00Z";"2022-04-08T06:00:00Z";"3.9";"5.5";"6338";"5.4";"7.8";"14.9";"13.2";"0";"0";"0";"70.8";"283";"6.8";"3.3";"A";"A";"A";"A"
"1H";"2022-04-08T06:00:00Z";"2022-04-08T07:00:00Z";"4.5";"7.4";"5714";"5.7";"8.6";"16.4";"14.3";"0";"0";"0";"64.3";"276";"6.8";"4.1";"A";"A";"A";"A"
"1H";"2022-04-08T07:00:00Z";"2022-04-08T08:00:00Z";"4.5";"8.2";"6088";"4.7";"4.7";"9.1";"9.5";"0";"0";"0";"57.1";"279";"8.3";"4.9";"A";"A";"A";"A"
"1H";"2022-04-08T08:00:00Z";"2022-04-08T09:00:00Z";"4";"7.4";"7508";"3.5";"4.5";"8.6";"8";"0";"0";"0";"54.4";"277";"9.2";"5.5";"A";"A";"A";"A"
"1H";"2022-04-08T09:00:00Z";"2022-04-08T10:00:00Z";"2.6";"4.9";"7138";"4.5";"6.5";"12.5";"11.1";"0";"0";"0";"59.9";"274";"8.6";"3.9";"A";"A";"A";"A"
"1H";"2022-04-08T10:00:00Z";"2022-04-08T11:00:00Z";"3.1";"6.1";"9910";"5.8";"7.4";"14.2";"13.3";"0";"0";"0";"65.6";"267";"8.9";"5.2";"A";"A";"A";"A"
"1H";"2022-04-08T11:00:00Z";"2022-04-08T12:00:00Z";"3.3";"6.4";"12383";"5.2";"6.5";"12.4";"11.7";"0";"0";"0";"60.7";"263";"7.8";"6.6";"A";"A";"A";"A"
"1H";"2022-04-08T12:00:00Z";"2022-04-08T13:00:00Z";"2.6";"7.1";"8231";"6.6";"7.6";"14.6";"14.2";"0";"0";"0";"64.2";"277";"8.4";"5.6";"A";"A";"A";"A"
"1H";"2022-04-08T13:00:00Z";"2022-04-08T14:00:00Z";"2.5";"6.3";"6040";"4.5";"4.5";"8.6";"9";"0";"0";"0";"55.2";"279";"8.2";"6.1";"A";"A";"A";"A"
